PackageID;Length;Width;Height;Weight;EntryDate;ClientID
107988;65;20;90;5.394;9-2-2021;265221
107998;70;40;65;7.848;10-2-2021;267061
107999;95;50;60;9.307;11-2-2021;265203
108009;30;70;60;9.028;11-2-2021;267231
108019;70;85;45;9.892;11-2-2021;265339
108023;45;65;45;3.601;12-2-2021;266147
108024;35;90;15;2.747;12-2-2021;267355
108033;80;60;25;3.146;13-2-2021;266016
108039;50;25;70;6.602;13-2-2021;267391
108045;15;30;10;1.035;14-2-2021;267226
108050;95;20;50;4.575;14-2-2021;266206
108059;50;75;35;4.129;14-2-2021;265357
108061;45;15;40;1.389;15-2-2021;265329
108064;25;60;10;2.752;16-2-2021;266316
108068;50;30;80;4.619;16-2-2021;266973
108069;20;10;60;3.691;16-2-2021;265605
108076;90;10;15;6.178;16-2-2021;265053
108083;55;30;85;1.129;17-2-2021;265508
108085;15;40;50;5.529;17-2-2021;266819
108090;30;70;30;4.002;17-2-2021;265136
108097;25;55;90;1.760;17-2-2021;266544
108099;85;50;15;3.688;17-2-2021;265050
108103;80;75;55;8.587;17-2-2021;267314
108106;20;80;80;7.664;17-2-2021;267543
108112;30;30;10;4.219;18-2-2021;265369
108119;40;45;50;3.370;18-2-2021;265877
108124;40;35;85;4.438;18-2-2021;266317
108133;20;45;35;8.333;18-2-2021;266279
108141;80;45;40;6.589;18-2-2021;264900
108146;50;85;40;4.930;19-2-2021;265013
108152;70;85;45;3.584;20-2-2021;265525
108158;25;40;20;3.304;21-2-2021;266067
108164;70;15;95;6.450;22-2-2021;266594
108173;30;45;10;9.483;22-2-2021;266373
108174;95;25;70;4.764;23-2-2021;266324
108179;45;45;35;7.426;24-2-2021;265309
108188;45;45;25;4.733;24-2-2021;265584
108197;55;35;90;4.410;24-2-2021;265979
108202;15;85;80;3.333;24-2-2021;267385
108204;80;65;90;8.038;25-2-2021;265438
108214;25;45;70;5.052;25-2-2021;267107
108221;50;45;30;6.749;26-2-2021;267017
108225;65;85;45;8.816;26-2-2021;265613
108235;30;30;75;8.352;27-2-2021;267002
108241;60;80;70;7.252;27-2-2021;265367
108251;25;25;60;6.911;28-2-2021;267036
108254;35;40;80;5.893;1-3-2021;267348
108258;65;80;50;9.276;2-3-2021;266545
108266;90;75;60;3.478;3-3-2021;266669
108272;35;80;20;2.009;3-3-2021;267127
108274;85;90;85;6.733;4-3-2021;265680
108275;65;50;50;9.449;5-3-2021;267447
108285;25;50;55;1.804;5-3-2021;265838
108292;25;35;45;6.173;5-3-2021;266628
108297;60;60;40;3.439;5-3-2021;266544
108304;25;30;10;9.881;6-3-2021;265225
108314;15;35;20;7.094;6-3-2021;267392
108317;20;45;80;9.395;7-3-2021;264901
108325;95;55;85;6.310;7-3-2021;266736
108333;30;95;75;2.528;7-3-2021;266340
108337;15;30;10;4.096;7-3-2021;265111
108347;95;25;50;8.455;7-3-2021;265352
108349;80;60;65;8.687;7-3-2021;267261
108355;10;65;65;3.272;8-3-2021;266646
108363;45;15;70;5.616;9-3-2021;265635
108368;50;20;45;8.364;10-3-2021;265096
108375;10;65;40;9.692;11-3-2021;265861
108382;60;75;10;5.812;11-3-2021;264959
108390;65;75;75;2.602;11-3-2021;266407
108395;65;90;35;1.956;11-3-2021;265379
108403;60;35;60;7.685;11-3-2021;267339
108409;15;15;10;7.882;12-3-2021;267503
108412;40;55;45;0.891;13-3-2021;266083
108413;90;35;75;8.585;14-3-2021;265127
108419;85;50;75;5.555;14-3-2021;266353
108421;60;65;25;8.923;15-3-2021;267226
108431;60;75;20;5.823;16-3-2021;267061
108434;65;65;25;1.338;17-3-2021;265688
108439;40;80;70;2.867;17-3-2021;265759
108447;15;90;75;5.098;17-3-2021;267583
108450;45;25;30;4.621;17-3-2021;266832
108452;35;20;35;0.378;17-3-2021;264977
108457;85;85;25;3.750;18-3-2021;265835
108463;60;80;40;4.274;19-3-2021;266771
108470;55;10;20;2.838;20-3-2021;266585
108479;35;10;90;8.566;20-3-2021;266980
108488;50;90;90;5.496;20-3-2021;265231
108498;25;15;70;8.932;20-3-2021;266654
108508;95;75;95;5.076;20-3-2021;267122
108516;25;55;40;3.770;21-3-2021;267349
108522;10;90;15;3.848;21-3-2021;264862
108527;95;60;75;6.935;22-3-2021;264892
108535;85;10;85;7.855;23-3-2021;266913
108536;65;85;45;0.500;23-3-2021;267425
108540;30;60;25;2.676;23-3-2021;267463
108547;20;65;95;9.453;24-3-2021;266868
108557;60;80;35;9.737;24-3-2021;267453
108565;35;15;15;5.731;24-3-2021;264949
108569;80;15;45;9.288;24-3-2021;264949
108579;25;15;10;7.410;25-3-2021;266637
108583;55;20;10;7.818;25-3-2021;265358
108586;80;75;65;0.020;26-3-2021;265740
108588;85;45;80;1.172;27-3-2021;267124
108593;65;95;70;5.532;27-3-2021;265225
108597;65;90;45;2.170;28-3-2021;266167
108603;10;60;10;3.924;29-3-2021;266699
108607;85;50;70;5.141;29-3-2021;267352
108617;90;20;85;8.857;29-3-2021;266165
108621;90;25;50;8.941;30-3-2021;265270
108626;15;85;45;1.060;31-3-2021;265753
108629;35;90;60;8.274;1-4-2021;265641
108634;60;50;70;5.581;1-4-2021;264921
108640;90;55;75;6.181;2-4-2021;266638
108649;35;50;40;6.153;3-4-2021;266659
108652;10;85;45;9.642;3-4-2021;265416
108656;70;95;55;2.063;3-4-2021;266780
108659;20;45;25;3.280;3-4-2021;265505
108668;15;15;55;8.652;3-4-2021;265075
108672;85;75;60;8.817;4-4-2021;265289
108678;60;20;20;7.864;5-4-2021;266345
108683;15;85;75;8.532;6-4-2021;265111
108691;95;80;10;7.840;7-4-2021;266618
108700;75;45;65;7.842;7-4-2021;265050
108705;40;65;60;7.907;7-4-2021;266009
108709;70;20;25;0.148;7-4-2021;266469
108715;20;85;60;3.036;7-4-2021;265315
108722;25;15;95;7.361;7-4-2021;265276
108729;20;30;35;4.489;7-4-2021;266340
108739;95;15;45;3.143;8-4-2021;266206
108745;60;50;95;5.113;9-4-2021;266993
108748;25;70;30;9.744;10-4-2021;265339
108754;50;50;10;8.219;10-4-2021;266973
108760;35;50;75;9.278;10-4-2021;267449
108769;80;25;25;2.021;11-4-2021;266769
108775;70;55;40;5.298;11-4-2021;266016
108776;25;30;85;5.433;12-4-2021;267135
108780;70;20;20;4.802;13-4-2021;266269
108789;25;65;55;8.572;13-4-2021;265635
108796;75;25;70;5.340;14-4-2021;266021
108800;15;50;35;1.762;14-4-2021;265128
108809;15;85;70;3.212;14-4-2021;266916
108814;25;75;25;8.083;15-4-2021;266809
108823;15;60;10;4.404;16-4-2021;266004
108824;10;40;55;0.866;17-4-2021;266624
108825;90;75;10;8.905;18-4-2021;265309
108826;95;75;20;2.450;19-4-2021;267208
108830;25;55;35;4.894;20-4-2021;267366
108839;85;95;40;2.572;21-4-2021;266053
108848;45;15;20;5.376;21-4-2021;265261
108855;85;45;65;6.204;21-4-2021;265339
108858;35;75;95;1.002;21-4-2021;265438
108859;60;80;65;1.674;22-4-2021;266385
108860;15;65;65;5.740;22-4-2021;266913
108864;75;40;15;5.746;23-4-2021;266177
108871;15;15;70;4.694;23-4-2021;265305
108879;40;35;85;3.107;24-4-2021;265444
108887;35;30;65;7.747;25-4-2021;265896
108889;85;80;25;5.122;26-4-2021;266190
108896;25;15;50;8.517;27-4-2021;266371
108902;15;70;65;9.350;27-4-2021;267435
108912;55;40;30;3.220;27-4-2021;267355
108913;15;10;25;5.915;28-4-2021;267522
108922;70;90;35;6.344;29-4-2021;265433
108923;20;75;25;4.559;29-4-2021;267270
108932;75;10;70;7.872;29-4-2021;267371
108937;15;65;75;8.576;29-4-2021;265194
108945;30;80;50;0.733;30-4-2021;266393
108950;75;50;95;7.429;30-4-2021;267249
108959;85;65;10;0.791;1-5-2021;267061
108961;95;10;65;1.950;2-5-2021;265753
108963;40;40;80;1.404;3-5-2021;265299
108965;30;75;90;1.224;3-5-2021;265610
108973;90;85;80;9.308;3-5-2021;266640
108979;55;15;65;4.154;4-5-2021;265720
108982;70;60;65;3.562;4-5-2021;265518
108989;50;10;95;7.311;5-5-2021;265985
108995;70;40;45;9.546;6-5-2021;266898
108999;60;15;75;2.079;6-5-2021;265525
109005;60;30;10;2.877;6-5-2021;266533
109009;55;80;95;5.143;6-5-2021;265053
109012;50;10;30;2.317;6-5-2021;266742
109015;55;85;30;5.637;7-5-2021;264867
109024;25;95;90;9.525;8-5-2021;267379
109031;40;45;50;1.680;9-5-2021;267153
109033;45;95;45;9.267;9-5-2021;266326
109035;80;50;85;1.901;9-5-2021;266106
109042;60;20;60;0.715;9-5-2021;265985
109052;45;85;85;1.151;9-5-2021;266077
109054;55;55;10;2.792;10-5-2021;265221
109058;80;70;55;0.136;10-5-2021;265584
109064;35;60;10;6.512;11-5-2021;265059
109067;90;70;10;8.768;11-5-2021;266424
109069;60;25;70;2.266;12-5-2021;267208
109070;15;80;20;1.572;12-5-2021;267122
109076;55;20;50;0.048;12-5-2021;266640
109078;50;25;40;1.104;12-5-2021;265170
109088;20;60;65;7.054;12-5-2021;266930
109094;75;65;70;4.000;13-5-2021;265505
109102;80;85;95;0.692;14-5-2021;266037
109106;60;80;70;0.454;14-5-2021;265896
109111;50;35;90;6.510;15-5-2021;265904
109113;85;45;10;5.618;15-5-2021;265203
109115;20;65;25;8.356;16-5-2021;266954
109118;85;15;50;9.434;16-5-2021;266353
109127;95;80;60;8.177;16-5-2021;266954
109128;25;40;50;1.218;17-5-2021;264977
109134;80;45;20;2.634;18-5-2021;266031
109144;90;60;75;6.619;19-5-2021;265567
109150;95;45;15;6.501;19-5-2021;264912
109152;90;35;40;6.112;20-5-2021;265065
109157;25;40;30;1.289;20-5-2021;267070
109163;95;85;20;0.125;20-5-2021;266898
109165;60;15;65;6.023;20-5-2021;265735
109171;60;20;25;5.104;21-5-2021;266148
109176;15;90;80;5.914;22-5-2021;264826
109179;10;15;15;7.279;22-5-2021;266483
109187;80;60;90;9.888;23-5-2021;267096
109196;85;90;80;9.298;24-5-2021;267070
109206;15;20;40;6.163;25-5-2021;266200
109211;50;75;20;7.988;26-5-2021;267107
109220;50;60;25;8.082;27-5-2021;266769
109221;45;30;35;8.205;27-5-2021;266544
109224;55;30;70;8.552;27-5-2021;266497
109225;95;20;50;2.812;28-5-2021;267104
109228;30;25;50;0.643;29-5-2021;264973
109231;60;75;65;7.280;30-5-2021;266750
109235;60;80;25;7.538;30-5-2021;265813
109243;45;65;45;4.437;30-5-2021;266077
109249;75;25;50;1.584;30-5-2021;265090
109256;70;40;85;6.752;30-5-2021;265407
109263;80;50;15;9.665;31-5-2021;264920
109270;15;45;55;1.107;31-5-2021;266654
109273;30;65;35;6.016;1-6-2021;266879
109282;55;60;55;0.111;1-6-2021;264921
109283;30;35;60;0.513;2-6-2021;266717
109285;45;25;35;0.094;2-6-2021;266717
109287;20;65;20;9.160;3-6-2021;265702
109289;70;60;75;4.566;3-6-2021;265702
109297;30;75;60;6.742;3-6-2021;265624
109307;60;25;60;8.606;4-6-2021;265343
109310;55;35;70;4.220;5-6-2021;266863
109318;95;70;95;9.518;5-6-2021;266781
109327;65;15;10;4.576;6-6-2021;267366
109336;70;25;20;3.301;7-6-2021;266117
109339;60;70;80;0.584;7-6-2021;265559
109342;60;20;30;7.047;8-6-2021;265167
109349;50;75;55;2.785;9-6-2021;266896
109355;80;55;90;0.089;9-6-2021;265253
109361;95;30;65;3.044;10-6-2021;266477
109370;10;15;45;3.629;11-6-2021;266891
109372;40;90;85;3.991;11-6-2021;267006
109381;10;90;70;5.060;11-6-2021;266832
109391;85;65;45;1.780;12-6-2021;264864
109395;95;15;95;8.828;13-6-2021;265494
109401;10;20;45;7.511;14-6-2021;266522
109410;10;65;15;9.592;14-6-2021;266424
109419;20;25;95;6.208;14-6-2021;267582
109422;20;40;45;2.289;15-6-2021;265253
109427;15;60;35;9.760;15-6-2021;266832
109432;40;65;50;7.102;15-6-2021;267011
109437;20;45;20;9.427;16-6-2021;266514
109444;35;85;20;8.827;16-6-2021;266324
109445;25;95;35;2.504;17-6-2021;265102
109449;70;20;75;2.108;18-6-2021;267561
109452;95;10;30;4.400;19-6-2021;265788
109456;55;10;70;5.094;20-6-2021;265058
109462;95;75;85;3.227;21-6-2021;267442
109469;40;45;15;0.564;22-6-2021;266703
109479;45;65;30;5.036;22-6-2021;267360
109487;20;40;15;3.690;22-6-2021;266469
109492;65;95;80;7.015;22-6-2021;264850
109502;30;40;40;2.591;23-6-2021;266480
109509;45;30;90;1.416;24-6-2021;266177
109515;90;25;85;8.874;24-6-2021;265529
109518;40;25;45;2.322;25-6-2021;267197
109527;75;65;45;8.323;26-6-2021;265046
109534;65;20;10;6.374;26-6-2021;267078
109535;25;10;55;5.177;27-6-2021;266016
109545;75;30;75;8.722;28-6-2021;266190
109546;95;25;90;5.469;29-6-2021;267323
109554;15;35;80;2.840;30-6-2021;267117
109558;25;15;50;8.233;1-7-2021;266334
109568;40;45;35;8.333;1-7-2021;267223
109576;95;15;70;4.202;1-7-2021;266726
109585;45;65;25;6.533;2-7-2021;267558
109587;25;80;20;8.699;2-7-2021;265102
109589;20;85;40;2.379;3-7-2021;266353
109593;95;90;55;4.100;3-7-2021;265305
109599;85;80;85;5.046;3-7-2021;265943
109605;80;65;75;1.771;3-7-2021;265102
109606;55;10;35;3.922;4-7-2021;266248
109609;85;20;15;7.175;4-7-2021;265075
109615;40;25;20;1.825;5-7-2021;264913
109617;65;80;30;9.095;5-7-2021;264867
109621;50;65;80;8.850;6-7-2021;266717
109626;40;75;25;5.638;7-7-2021;265212
109630;35;40;95;6.182;8-7-2021;267020
109635;40;80;10;7.846;9-7-2021;265498
109637;15;15;30;1.858;9-7-2021;266525
109645;20;95;20;8.272;10-7-2021;267070
109654;40;75;95;8.971;11-7-2021;265715
109659;35;10;70;5.816;12-7-2021;267366
109663;30;55;65;7.456;13-7-2021;266101
109669;95;85;55;2.429;14-7-2021;266324
109677;30;55;90;8.062;15-7-2021;266795
109680;35;70;85;7.137;15-7-2021;265065
109688;60;80;25;8.623;16-7-2021;267283
109692;90;15;10;2.159;17-7-2021;267122
109697;60;50;80;9.823;17-7-2021;265663
109706;50;50;25;2.917;18-7-2021;265743
109709;80;40;90;6.014;19-7-2021;265212
109713;50;10;55;6.430;20-7-2021;267187
109722;90;20;70;8.584;21-7-2021;266646
109726;90;35;60;4.857;22-7-2021;266742
109727;85;80;10;7.712;23-7-2021;265433
109731;95;55;10;4.307;23-7-2021;265656
109741;75;75;35;8.006;23-7-2021;265339
109751;55;85;80;9.715;24-7-2021;266477
109752;90;75;85;5.301;24-7-2021;266977
109759;15;30;10;8.173;25-7-2021;265445
109769;35;35;15;8.477;26-7-2021;265201
109778;55;95;65;3.260;27-7-2021;267297
109785;85;25;45;3.984;27-7-2021;265096
109786;50;60;45;8.332;27-7-2021;266080
109790;30;70;95;6.522;28-7-2021;267574
109795;75;30;30;5.577;29-7-2021;265305
109801;45;50;80;7.929;30-7-2021;266853
109808;50;80;80;6.559;31-7-2021;267481
109810;20;45;40;3.740;1-8-2021;266477
109812;30;20;85;5.057;1-8-2021;265246
109815;40;55;40;2.967;1-8-2021;267239
109818;75;90;60;6.387;2-8-2021;265570
109824;75;85;40;8.382;2-8-2021;266769
109832;50;35;60;7.146;3-8-2021;267258
109839;25;55;15;5.902;3-8-2021;266183
109841;35;80;10;0.172;4-8-2021;266455
109849;50;95;60;6.172;4-8-2021;266824
109853;20;70;70;0.497;5-8-2021;265128
109859;80;70;75;7.433;5-8-2021;267333
109860;55;40;90;8.544;5-8-2021;267122
109863;85;10;15;3.856;5-8-2021;266353
109869;45;15;10;8.278;5-8-2021;265582
109873;40;60;80;6.245;6-8-2021;265020
109882;70;55;75;4.919;7-8-2021;267312
109892;70;25;55;8.858;8-8-2021;266053
109896;50;45;10;5.240;8-8-2021;266483
109904;25;75;90;7.977;8-8-2021;266795
109910;45;60;15;4.753;8-8-2021;266497
109918;50;25;35;7.830;9-8-2021;265807
109921;55;30;50;2.195;9-8-2021;264973
109926;85;55;45;0.220;9-8-2021;267226
109929;80;60;95;6.604;9-8-2021;267159
109938;85;20;45;1.370;10-8-2021;265284
109940;75;75;25;2.659;11-8-2021;267561
109950;60;55;25;4.617;12-8-2021;267159
109957;50;15;90;5.433;13-8-2021;264892
109963;45;20;65;9.163;13-8-2021;265173
109967;50;25;55;1.682;14-8-2021;266165
109969;65;90;15;8.680;15-8-2021;265779
109976;70;40;75;0.525;15-8-2021;267276
109983;45;10;95;0.782;16-8-2021;266566
109986;35;35;95;2.946;16-8-2021;266385
109994;80;95;25;2.744;17-8-2021;267316
109997;50;70;80;3.743;18-8-2021;266224
110001;45;30;55;0.718;18-8-2021;264830
110006;20;40;85;6.791;18-8-2021;267261
110012;15;95;25;4.102;19-8-2021;265003
110014;75;10;85;3.364;19-8-2021;265783
110019;75;70;25;9.378;20-8-2021;266891
110026;55;45;30;2.291;20-8-2021;266940
110036;95;80;60;8.890;21-8-2021;266737
110041;75;80;75;4.437;22-8-2021;267163
110049;85;85;30;3.993;23-8-2021;265807
110056;15;95;40;0.185;23-8-2021;267582
110057;75;25;15;8.727;24-8-2021;266334
110061;50;25;20;5.492;25-8-2021;266480
110069;85;55;20;8.136;25-8-2021;266771
110072;35;25;85;8.519;26-8-2021;266362
110073;70;15;40;9.962;27-8-2021;266659
110080;80;40;25;0.579;28-8-2021;266186
110083;10;95;40;5.960;28-8-2021;265339
110089;95;10;50;8.277;28-8-2021;265707
110091;40;65;15;8.121;29-8-2021;266525
110100;70;80;65;4.372;30-8-2021;266483
110110;20;60;75;6.725;30-8-2021;265797
110112;40;80;55;4.816;31-8-2021;267333
110122;75;90;20;3.641;1-9-2021;265715
110127;25;95;15;0.608;2-9-2021;267063
110128;30;80;50;7.852;2-9-2021;265729
110135;10;65;60;1.374;3-9-2021;266809
110139;85;10;35;0.252;4-9-2021;265821
110140;20;25;90;1.963;4-9-2021;266789
110143;75;25;45;5.851;5-9-2021;265158
110149;10;85;80;0.700;5-9-2021;266675
110157;60;45;30;7.658;6-9-2021;266279
110158;10;95;40;4.022;7-9-2021;265090
110161;40;90;70;6.154;7-9-2021;265473
110168;10;90;55;8.398;8-9-2021;265601
110177;30;20;20;1.884;8-9-2021;267352
110184;75;15;40;0.966;8-9-2021;267297
110191;75;30;15;6.291;8-9-2021;267249
110200;75;50;35;8.995;9-9-2021;265605
110202;85;85;30;1.615;10-9-2021;265570
110206;70;25;35;4.493;11-9-2021;265932
110211;30;60;75;5.117;12-9-2021;266373
110219;90;60;60;1.247;13-9-2021;265031
110221;50;55;35;6.792;14-9-2021;265773
110227;50;20;85;6.370;15-9-2021;266200
110234;90;70;95;0.938;16-9-2021;267078
110243;55;35;75;9.453;17-9-2021;264920
110252;50;75;65;6.879;18-9-2021;265707
110262;20;45;35;4.425;18-9-2021;265576
110272;20;90;35;7.459;18-9-2021;265150
110280;90;75;90;0.526;19-9-2021;265203
110286;80;30;55;3.882;19-9-2021;266063
110287;20;80;20;0.016;20-9-2021;264901
110296;80;90;90;1.567;20-9-2021;266403
110300;30;75;10;3.676;20-9-2021;265698
110304;15;55;80;7.938;20-9-2021;266177
110307;25;95;65;4.858;20-9-2021;266324
110312;55;45;20;5.873;20-9-2021;266004
110315;65;15;15;8.289;21-9-2021;267144
110323;70;50;30;7.839;22-9-2021;266916
110325;55;50;95;6.947;22-9-2021;265357
110334;40;65;45;0.880;23-9-2021;267163
110339;65;25;25;2.240;23-9-2021;266742
110348;20;70;50;2.332;23-9-2021;265634
110349;45;90;15;9.199;24-9-2021;267194
110359;10;60;90;2.199;24-9-2021;265315
110364;45;95;25;4.475;25-9-2021;265651
110373;30;95;45;0.425;26-9-2021;266067
110383;65;20;75;2.921;27-9-2021;267583
110390;80;25;70;2.652;27-9-2021;266326
110391;80;25;70;3.281;28-9-2021;265090
110394;75;55;95;5.990;29-9-2021;265003
110404;60;80;90;8.535;30-9-2021;264862
110405;75;75;90;3.904;1-10-2021;265145
110412;65;20;65;1.976;2-10-2021;267006
110421;80;85;25;6.937;3-10-2021;265498
110427;50;20;80;2.872;3-10-2021;265212
110433;10;70;25;8.519;3-10-2021;265384
110437;25;15;45;2.467;4-10-2021;265136
110438;30;85;70;6.428;4-10-2021;265641
110440;75;40;30;0.228;4-10-2021;266781
110448;15;50;30;8.679;4-10-2021;265039
110452;20;70;15;0.725;4-10-2021;266140
110462;20;80;25;9.717;5-10-2021;266102
110466;20;35;65;0.131;6-10-2021;266940
110468;90;30;70;9.106;7-10-2021;267297
110478;50;10;40;6.998;8-10-2021;266385
110482;50;60;30;7.843;9-10-2021;266913
110489;60;80;10;0.152;10-10-2021;266393
110498;40;95;80;7.583;10-10-2021;267036
110506;25;30;50;3.806;11-10-2021;265570
110507;70;70;55;8.877;12-10-2021;265714
110513;20;85;20;5.953;13-10-2021;266923
110521;45;55;45;9.774;14-10-2021;267583
110529;60;50;85;1.292;15-10-2021;267558
110537;85;90;60;9.645;16-10-2021;264850
110541;30;90;90;2.239;17-10-2021;266136
110549;55;90;40;5.217;17-10-2021;266016
110557;65;90;45;8.406;17-10-2021;267187
110567;60;55;15;9.630;18-10-2021;266471
110575;70;60;70;8.341;18-10-2021;265121
110576;35;25;85;7.275;18-10-2021;264996
110579;70;65;90;9.144;18-10-2021;267124
110583;80;55;80;3.411;18-10-2021;266978
110587;60;45;95;7.036;18-10-2021;264850
110588;80;90;55;1.916;18-10-2021;266140
110589;25;30;20;1.443;18-10-2021;267530
110594;80;95;95;5.811;18-10-2021;266334
110599;90;45;10;8.242;18-10-2021;266083
110604;90;35;20;3.105;19-10-2021;266294
110613;35;85;95;6.521;19-10-2021;265295
110620;65;65;80;2.643;20-10-2021;266863
110628;20;30;55;3.674;21-10-2021;265431
110633;45;15;40;7.870;21-10-2021;266659
110641;65;30;25;3.867;21-10-2021;265384
110643;95;40;80;0.230;22-10-2021;267135
110652;35;60;25;0.008;23-10-2021;266275
110655;85;30;40;2.207;24-10-2021;265584
110665;70;95;75;0.645;25-10-2021;267583
110674;50;90;75;5.013;25-10-2021;266393
110679;55;40;95;7.045;25-10-2021;266522
110685;95;75;90;2.456;25-10-2021;266178
110691;35;60;45;9.047;26-10-2021;265158
110692;25;65;45;4.582;27-10-2021;266269
110699;30;45;70;1.494;28-10-2021;265369
110703;55;90;90;2.039;28-10-2021;265672
110706;60;85;20;4.795;28-10-2021;267486
110714;50;10;30;8.067;28-10-2021;267089
110722;10;55;20;4.057;28-10-2021;265465
110728;20;10;85;3.864;29-10-2021;265570
110735;30;35;25;9.170;30-10-2021;265431
110743;95;75;60;4.605;30-10-2021;267006
110753;25;70;45;7.339;30-10-2021;267170
110762;10;95;40;6.777;31-10-2021;266978
110767;90;10;30;4.108;31-10-2021;266448
110769;25;65;55;6.521;31-10-2021;267522
110773;55;10;80;9.615;1-11-2021;267583
110780;65;90;60;4.360;1-11-2021;265455
110787;75;50;50;9.390;1-11-2021;266896
110790;75;35;85;0.066;2-11-2021;267371
110794;90;15;55;6.845;3-11-2021;266781
110796;55;55;25;4.664;4-11-2021;267548
110797;35;30;40;5.790;4-11-2021;265656
110807;15;70;60;2.458;4-11-2021;267153
110809;10;85;15;4.413;5-11-2021;267283
110811;35;35;70;5.197;5-11-2021;267208
110817;95;70;55;2.346;5-11-2021;265145
110822;10;35;80;4.062;5-11-2021;266123
110830;50;65;35;5.398;5-11-2021;266147
110832;90;95;25;3.133;5-11-2021;266637
110834;75;30;60;7.442;5-11-2021;266059
110844;20;10;45;8.769;5-11-2021;266491
110848;50;20;75;2.795;5-11-2021;265896
110851;40;85;40;2.302;5-11-2021;266533
110853;45;20;85;5.838;5-11-2021;266754
110854;35;70;85;1.853;5-11-2021;265170
110863;25;10;70;5.637;6-11-2021;265788
110870;55;90;70;6.444;6-11-2021;265379
110872;45;50;80;9.620;6-11-2021;265444
110875;35;65;20;1.211;7-11-2021;265970
110876;80;10;55;9.733;8-11-2021;266111
110885;60;20;35;9.436;8-11-2021;267481
110892;20;75;85;3.747;9-11-2021;267226
110898;45;30;15;6.231;10-11-2021;266015
110902;95;90;50;1.483;11-11-2021;264884
110910;50;60;10;4.092;12-11-2021;265184
110913;80;60;15;3.486;13-11-2021;265743
110922;95;15;95;5.413;14-11-2021;265003
110932;75;80;55;1.531;15-11-2021;266091
